datetime,location,volume,hour
2011-03-15 15:45:00,Brooklyn,37,2011-03-15 15:00:00
2011-03-15 16:00:00,Brooklyn,39,2011-03-15 16:00:00
2011-03-15 16:15:00,Brooklyn,41,2011-03-15 16:00:00
2011-03-15 16:30:00,Brooklyn,34,2011-03-15 16:00:00
2011-03-15 16:45:00,Brooklyn,29,2011-03-15 16:00:00
2011-03-15 17:00:00,Brooklyn,37,2011-03-15 17:00:00
2011-03-15 17:15:00,Brooklyn,40,2011-03-15 17:00:00
2011-03-15 17:30:00,Brooklyn,36,2011-03-15 17:00:00
2011-03-15 17:45:00,Brooklyn,28,2011-03-15 17:00:00
2011-03-15 18:00:00,Brooklyn,31,2011-03-15 18:00:00
2011-03-15 18:15:00,Brooklyn,43,2011-03-15 18:00:00
2011-03-15 18:30:00,Brooklyn,34,2011-03-15 18:00:00
2011-03-15 18:45:00,Brooklyn,39,2011-03-15 18:00:00
2011-03-15 19:00:00,Brooklyn,38,2011-03-15 19:00:00
2011-03-15 19:15:00,Brooklyn,33,2011-03-15 19:00:00
2011-03-15 19:30:00,Brooklyn,26,2011-03-15 19:00:00
2011-03-15 19:45:00,Brooklyn,22,2011-03-15 19:00:00
2011-03-15 20:00:00,Brooklyn,36,2011-03-15 20:00:00
2011-03-15 20:15:00,Brooklyn,33,2011-03-15 20:00:00
2011-03-15 20:30:00,Brooklyn,21,2011-03-15 20:00:00
2011-03-15 20:45:00,Brooklyn,27,2011-03-15 20:00:00
2011-03-15 21:00:00,Brooklyn,26,2011-03-15 21:00:00
2011-03-15 21:15:00,Brooklyn,26,2011-03-15 21:00:00
2011-03-15 21:30:00,Brooklyn,23,2011-03-15 21:00:00
2011-03-15 21:45:00,Brooklyn,21,2011-03-15 21:00:00
2011-03-15 22:00:00,Brooklyn,23,2011-03-15 22:00:00
2011-03-15 22:15:00,Brooklyn,16,2011-03-15 22:00:00
2011-03-15 22:30:00,Brooklyn,19,2011-03-15 22:00:00
2011-03-15 22:45:00,Brooklyn,12,2011-03-15 22:00:00
2011-03-15 23:00:00,Brooklyn,13,2011-03-15 23:00:00
2011-03-15 23:15:00,Brooklyn,11,2011-03-15 23:00:00
2011-03-15 23:30:00,Brooklyn,9,2011-03-15 23:00:00
2011-03-15 23:45:00,Brooklyn,11,2011-03-15 23:00:00
2011-03-16 00:00:00,Brooklyn,14,2011-03-16 00:00:00
2011-03-16 00:15:00,Brooklyn,11,2011-03-16 00:00:00
2011-03-16 00:30:00,Brooklyn,5,2011-03-16 00:00:00
2011-03-16 00:45:00,Brooklyn,7,2011-03-16 00:00:00
2011-03-16 01:00:00,Brooklyn,5,2011-03-16 01:00:00
2011-03-16 01:15:00,Brooklyn,4,2011-03-16 01:00:00
2011-03-16 01:30:00,Brooklyn,8,2011-03-16 01:00:00
2011-03-16 01:45:00,Brooklyn,8,2011-03-16 01:00:00
2011-03-16 02:00:00,Brooklyn,3,2011-03-16 02:00:00
2011-03-16 02:15:00,Brooklyn,1,2011-03-16 02:00:00
2011-03-16 02:30:00,Brooklyn,5,2011-03-16 02:00:00
2011-03-16 02:45:00,Brooklyn,3,2011-03-16 02:00:00
2011-03-16 03:00:00,Brooklyn,6,2011-03-16 03:00:00
2011-03-16 03:15:00,Brooklyn,7,2011-03-16 03:00:00
2011-03-16 03:30:00,Brooklyn,7,2011-03-16 03:00:00
2011-03-16 03:45:00,Brooklyn,8,2011-03-16 03:00:00
2011-03-16 04:00:00,Brooklyn,4,2011-03-16 04:00:00
2011-03-16 04:15:00,Brooklyn,3,2011-03-16 04:00:00
2011-03-16 04:30:00,Brooklyn,9,2011-03-16 04:00:00
2011-03-16 04:45:00,Brooklyn,6,2011-03-16 04:00:00
2011-03-16 05:00:00,Brooklyn,1,2011-03-16 05:00:00
2011-03-16 05:15:00,Brooklyn,6,2011-03-16 05:00:00
2011-03-16 05:30:00,Brooklyn,15,2011-03-16 05:00:00
2011-03-16 05:45:00,Brooklyn,14,2011-03-16 05:00:00
2011-03-16 06:00:00,Brooklyn,20,2011-03-16 06:00:00
2011-03-16 06:15:00,Brooklyn,12,2011-03-16 06:00:00
2011-03-16 06:30:00,Brooklyn,22,2011-03-16 06:00:00
2011-03-16 06:45:00,Brooklyn,12,2011-03-16 06:00:00
2011-03-16 07:00:00,Brooklyn,16,2011-03-16 07:00:00
2011-03-16 07:15:00,Brooklyn,26,2011-03-16 07:00:00
2011-03-16 07:30:00,Brooklyn,30,2011-03-16 07:00:00
2011-03-16 07:45:00,Brooklyn,31,2011-03-16 07:00:00
2011-03-16 08:00:00,Brooklyn,45,2011-03-16 08:00:00
2011-03-16 08:15:00,Brooklyn,44,2011-03-16 08:00:00
2011-03-16 08:30:00,Brooklyn,25,2011-03-16 08:00:00
2011-03-16 08:45:00,Brooklyn,30,2011-03-16 08:00:00
2011-03-16 09:00:00,Brooklyn,27,2011-03-16 09:00:00
2011-03-16 09:15:00,Brooklyn,23,2011-03-16 09:00:00
2011-03-16 09:30:00,Brooklyn,24,2011-03-16 09:00:00
2011-03-16 09:45:00,Brooklyn,26,2011-03-16 09:00:00
2014-03-14 21:15:00,Queens,4,2014-03-14 21:00:00
2014-03-14 21:30:00,Queens,6,2014-03-14 21:00:00
2014-03-14 21:45:00,Queens,6,2014-03-14 21:00:00
2014-03-14 22:00:00,Queens,9,2014-03-14 22:00:00
2017-11-18 13:15:00,Bronx,46,2017-11-18 13:00:00
2017-11-18 13:30:00,Bronx,37,2017-11-18 13:00:00
2017-11-18 13:45:00,Bronx,36,2017-11-18 13:00:00
2017-11-18 14:00:00,Bronx,46,2017-11-18 14:00:00
2017-11-18 14:15:00,Bronx,41,2017-11-18 14:00:00
2017-11-18 14:30:00,Bronx,50,2017-11-18 14:00:00
2017-11-18 14:45:00,Bronx,47,2017-11-18 14:00:00
2017-11-18 15:00:00,Bronx,43,2017-11-18 15:00:00
2017-11-18 15:15:00,Bronx,41,2017-11-18 15:00:00
2017-11-18 15:30:00,Bronx,32,2017-11-18 15:00:00
2017-11-18 15:45:00,Bronx,35,2017-11-18 15:00:00
2017-11-18 16:00:00,Bronx,38,2017-11-18 16:00:00
2017-11-18 16:15:00,Bronx,41,2017-11-18 16:00:00
2017-11-18 16:30:00,Bronx,43,2017-11-18 16:00:00
2017-11-18 16:45:00,Bronx,48,2017-11-18 16:00:00
2017-11-18 17:00:00,Bronx,35,2017-11-18 17:00:00
2017-11-18 17:15:00,Bronx,48,2017-11-18 17:00:00
2017-11-18 17:30:00,Bronx,39,2017-11-18 17:00:00
2017-11-18 17:45:00,Bronx,27,2017-11-18 17:00:00
2017-11-18 18:00:00,Bronx,31,2017-11-18 18:00:00
2017-11-18 18:15:00,Bronx,38,2017-11-18 18:00:00
2017-11-18 18:30:00,Bronx,36,2017-11-18 18:00:00
2017-11-18 18:45:00,Bronx,30,2017-11-18 18:00:00
2017-11-18 19:00:00,Bronx,45,2017-11-18 19:00:00
2017-11-18 19:15:00,Bronx,33,2017-11-18 19:00:00
2017-11-18 19:30:00,Bronx,24,2017-11-18 19:00:00
2017-11-18 19:45:00,Bronx,31,2017-11-18 19:00:00
2017-11-18 20:00:00,Bronx,27,2017-11-18 20:00:00
2017-11-18 20:15:00,Bronx,33,2017-11-18 20:00:00
2017-11-18 20:30:00,Bronx,23,2017-11-18 20:00:00
2017-11-18 20:45:00,Bronx,20,2017-11-18 20:00:00
2017-11-18 21:00:00,Bronx,36,2017-11-18 21:00:00
2017-11-18 21:15:00,Bronx,36,2017-11-18 21:00:00
2017-11-18 21:30:00,Bronx,24,2017-11-18 21:00:00
2017-11-18 21:45:00,Bronx,23,2017-11-18 21:00:00
2017-11-18 22:00:00,Bronx,24,2017-11-18 22:00:00
2017-11-18 22:15:00,Bronx,31,2017-11-18 22:00:00
2017-11-18 22:30:00,Bronx,29,2017-11-18 22:00:00
2017-11-18 22:45:00,Bronx,25,2017-11-18 22:00:00
2017-11-18 23:00:00,Bronx,27,2017-11-18 23:00:00
2017-11-18 23:15:00,Bronx,12,2017-11-18 23:00:00
2017-11-18 23:30:00,Bronx,19,2017-11-18 23:00:00
2017-11-18 23:45:00,Bronx,16,2017-11-18 23:00:00
2017-11-19 00:00:00,Bronx,18,2017-11-19 00:00:00
2017-11-19 00:15:00,Bronx,9,2017-11-19 00:00:00
2017-11-19 00:30:00,Bronx,7,2017-11-19 00:00:00
2017-11-19 00:45:00,Bronx,11,2017-11-19 00:00:00
2017-11-19 01:00:00,Bronx,8,2017-11-19 01:00:00
2017-11-19 01:15:00,Bronx,11,2017-11-19 01:00:00
2017-11-19 01:30:00,Bronx,6,2017-11-19 01:00:00
2017-11-19 01:45:00,Bronx,10,2017-11-19 01:00:00
2017-11-19 02:00:00,Bronx,10,2017-11-19 02:00:00
2017-11-19 02:15:00,Bronx,4,2017-11-19 02:00:00
2017-11-19 02:30:00,Bronx,5,2017-11-19 02:00:00
2017-11-19 02:45:00,Bronx,7,2017-11-19 02:00:00
2017-11-19 03:00:00,Bronx,2,2017-11-19 03:00:00
2017-11-19 03:15:00,Bronx,6,2017-11-19 03:00:00
2017-11-19 03:30:00,Bronx,7,2017-11-19 03:00:00
2017-11-19 03:45:00,Bronx,13,2017-11-19 03:00:00
2017-11-19 04:00:00,Bronx,9,2017-11-19 04:00:00
2017-11-19 04:15:00,Bronx,8,2017-11-19 04:00:00
2017-11-19 04:30:00,Bronx,6,2017-11-19 04:00:00
2017-11-19 04:45:00,Bronx,8,2017-11-19 04:00:00
2017-11-19 05:00:00,Bronx,7,2017-11-19 05:00:00
2017-11-19 05:15:00,Bronx,6,2017-11-19 05:00:00
2017-11-19 05:30:00,Bronx,8,2017-11-19 05:00:00
2017-11-19 05:45:00,Bronx,11,2017-11-19 05:00:00
2017-11-19 06:00:00,Bronx,8,2017-11-19 06:00:00
2017-11-19 06:15:00,Bronx,18,2017-11-19 06:00:00
2017-11-19 06:30:00,Bronx,21,2017-11-19 06:00:00
2017-11-19 06:45:00,Bronx,23,2017-11-19 06:00:00
2017-11-19 07:00:00,Bronx,28,2017-11-19 07:00:00
2017-11-19 07:15:00,Bronx,16,2017-11-19 07:00:00
2017-11-19 07:30:00,Bronx,13,2017-11-19 07:00:00
2017-11-19 07:45:00,Bronx,14,2017-11-19 07:00:00
2017-11-19 08:00:00,Bronx,19,2017-11-19 08:00:00
2017-11-19 08:15:00,Bronx,15,2017-11-19 08:00:00
2017-11-19 08:30:00,Bronx,17,2017-11-19 08:00:00
2017-11-19 08:45:00,Bronx,17,2017-11-19 08:00:00
2017-11-19 09:00:00,Bronx,13,2017-11-19 09:00:00
2017-11-19 09:15:00,Bronx,17,2017-11-19 09:00:00
2017-11-19 09:30:00,Bronx,16,2017-11-19 09:00:00
2017-11-19 09:45:00,Bronx,18,2017-11-19 09:00:00
2017-11-19 10:00:00,Bronx,20,2017-11-19 10:00:00
2017-11-19 10:15:00,Bronx,23,2017-11-19 10:00:00
2017-11-19 10:30:00,Bronx,20,2017-11-19 10:00:00
2017-11-19 10:45:00,Bronx,23,2017-11-19 10:00:00
2017-11-19 11:00:00,Bronx,25,2017-11-19 11:00:00
2017-11-19 11:15:00,Bronx,22,2017-11-19 11:00:00
2017-11-19 11:30:00,Bronx,21,2017-11-19 11:00:00
2017-11-19 11:45:00,Bronx,24,2017-11-19 11:00:00
2017-11-19 12:00:00,Bronx,46,2017-11-19 12:00:00
2017-11-19 12:15:00,Bronx,39,2017-11-19 12:00:00
2017-11-19 12:30:00,Bronx,33,2017-11-19 12:00:00
2017-11-19 12:45:00,Bronx,34,2017-11-19 12:00:00
2017-11-19 13:00:00,Bronx,48,2017-11-19 13:00:00
2017-11-19 13:15:00,Bronx,42,2017-11-19 13:00:00
2017-11-19 13:30:00,Bronx,51,2017-11-19 13:00:00
2017-11-19 13:45:00,Bronx,31,2017-11-19 13:00:00
2017-11-19 14:00:00,Bronx,36,2017-11-19 14:00:00
2017-11-19 14:15:00,Bronx,48,2017-11-19 14:00:00
2017-11-19 14:30:00,Bronx,53,2017-11-19 14:00:00
2017-11-19 14:45:00,Bronx,40,2017-11-19 14:00:00
2017-11-19 15:00:00,Bronx,53,2017-11-19 15:00:00
2017-11-19 15:15:00,Bronx,51,2017-11-19 15:00:00
2025-04-23 15:30:00,Bronx,122,2025-04-23 15:00:00
2025-04-23 15:45:00,Bronx,139,2025-04-23 15:00:00
2025-04-23 16:00:00,Bronx,138,2025-04-23 16:00:00
2025-04-23 16:15:00,Bronx,150,2025-04-23 16:00:00
2025-04-23 16:30:00,Bronx,135,2025-04-23 16:00:00
2025-04-23 16:45:00,Bronx,152,2025-04-23 16:00:00
2025-04-23 17:00:00,Bronx,131,2025-04-23 17:00:00
2025-04-23 17:15:00,Bronx,105,2025-04-23 17:00:00
2025-04-23 17:30:00,Bronx,115,2025-04-23 17:00:00
2025-04-23 17:45:00,Bronx,161,2025-04-23 17:00:00
2025-04-23 18:00:00,Bronx,114,2025-04-23 18:00:00
2025-04-23 18:15:00,Bronx,116,2025-04-23 18:00:00
2025-04-23 18:30:00,Bronx,106,2025-04-23 18:00:00
2025-04-23 18:45:00,Bronx,103,2025-04-23 18:00:00
2025-04-23 19:00:00,Bronx,89,2025-04-23 19:00:00
2025-04-23 19:15:00,Bronx,76,2025-04-23 19:00:00
2025-04-23 19:30:00,Bronx,92,2025-04-23 19:00:00
2025-04-23 19:45:00,Bronx,91,2025-04-23 19:00:00
2025-04-23 20:00:00,Bronx,79,2025-04-23 20:00:00
2025-04-23 20:15:00,Bronx,79,2025-04-23 20:00:00
2025-04-23 20:30:00,Bronx,58,2025-04-23 20:00:00
2025-04-23 20:45:00,Bronx,51,2025-04-23 20:00:00
2025-04-23 21:00:00,Bronx,38,2025-04-23 21:00:00
2025-04-23 21:15:00,Bronx,49,2025-04-23 21:00:00
2025-04-23 21:30:00,Bronx,49,2025-04-23 21:00:00
2025-04-23 21:45:00,Bronx,51,2025-04-23 21:00:00
2025-04-23 22:00:00,Bronx,38,2025-04-23 22:00:00
2025-04-23 22:15:00,Bronx,32,2025-04-23 22:00:00
2025-04-23 22:30:00,Bronx,39,2025-04-23 22:00:00
2025-04-23 22:45:00,Bronx,35,2025-04-23 22:00:00
2025-04-23 23:00:00,Bronx,49,2025-04-23 23:00:00
2025-04-23 23:15:00,Bronx,51,2025-04-23 23:00:00
2025-04-23 23:30:00,Bronx,43,2025-04-23 23:00:00
2025-04-23 23:45:00,Bronx,31,2025-04-23 23:00:00
2025-04-24 00:00:00,Bronx,23,2025-04-24 00:00:00
2025-04-24 00:15:00,Bronx,27,2025-04-24 00:00:00
2025-04-24 00:30:00,Bronx,20,2025-04-24 00:00:00
2025-04-24 00:45:00,Bronx,14,2025-04-24 00:00:00
2025-04-24 01:00:00,Bronx,11,2025-04-24 01:00:00
2025-04-24 01:15:00,Bronx,14,2025-04-24 01:00:00
2025-04-24 01:30:00,Bronx,5,2025-04-24 01:00:00
2025-04-24 01:45:00,Bronx,9,2025-04-24 01:00:00
2025-04-24 02:00:00,Bronx,7,2025-04-24 02:00:00
2025-04-24 02:15:00,Bronx,4,2025-04-24 02:00:00
2025-04-24 02:30:00,Bronx,3,2025-04-24 02:00:00
2025-04-24 02:45:00,Bronx,7,2025-04-24 02:00:00
2025-04-24 03:00:00,Bronx,4,2025-04-24 03:00:00
2025-04-24 03:15:00,Bronx,10,2025-04-24 03:00:00
2025-04-24 03:30:00,Bronx,4,2025-04-24 03:00:00
2025-04-24 03:45:00,Bronx,7,2025-04-24 03:00:00
2025-04-24 04:00:00,Bronx,5,2025-04-24 04:00:00
2025-04-24 04:15:00,Bronx,7,2025-04-24 04:00:00
2025-04-24 04:30:00,Bronx,6,2025-04-24 04:00:00
2025-04-24 04:45:00,Bronx,9,2025-04-24 04:00:00
2025-04-24 05:00:00,Bronx,13,2025-04-24 05:00:00
2025-04-24 05:15:00,Bronx,19,2025-04-24 05:00:00
2025-04-24 05:30:00,Bronx,35,2025-04-24 05:00:00
2025-04-24 05:45:00,Bronx,46,2025-04-24 05:00:00
2025-04-24 06:00:00,Bronx,49,2025-04-24 06:00:00
2025-04-24 06:15:00,Bronx,55,2025-04-24 06:00:00
2025-04-24 06:30:00,Bronx,59,2025-04-24 06:00:00
2025-04-24 06:45:00,Bronx,64,2025-04-24 06:00:00
2025-04-24 07:00:00,Bronx,76,2025-04-24 07:00:00
2025-04-24 07:15:00,Bronx,84,2025-04-24 07:00:00
2025-04-24 07:30:00,Bronx,121,2025-04-24 07:00:00
2025-04-24 07:45:00,Bronx,127,2025-04-24 07:00:00
2025-04-24 08:00:00,Bronx,145,2025-04-24 08:00:00
2025-04-24 08:15:00,Bronx,119,2025-04-24 08:00:00
2025-04-24 08:30:00,Bronx,121,2025-04-24 08:00:00
2025-04-24 08:45:00,Bronx,117,2025-04-24 08:00:00
2025-04-24 09:00:00,Bronx,124,2025-04-24 09:00:00
2025-04-24 09:15:00,Bronx,108,2025-04-24 09:00:00
2025-04-24 09:30:00,Bronx,120,2025-04-24 09:00:00
2025-04-24 09:45:00,Bronx,123,2025-04-24 09:00:00
2025-04-24 10:00:00,Bronx,144,2025-04-24 10:00:00
2025-04-24 10:15:00,Bronx,115,2025-04-24 10:00:00
2025-04-24 10:30:00,Bronx,117,2025-04-24 10:00:00
2025-04-24 10:45:00,Bronx,113,2025-04-24 10:00:00
2025-04-24 11:00:00,Bronx,117,2025-04-24 11:00:00
2025-04-24 11:15:00,Bronx,127,2025-04-24 11:00:00
2025-04-24 11:30:00,Bronx,115,2025-04-24 11:00:00
2025-04-24 11:45:00,Bronx,140,2025-04-24 11:00:00
2025-04-24 12:00:00,Bronx,131,2025-04-24 12:00:00
2025-04-24 12:15:00,Bronx,106,2025-04-24 12:00:00
2025-04-24 12:30:00,Bronx,112,2025-04-24 12:00:00
2025-04-24 12:45:00,Bronx,130,2025-04-24 12:00:00
2025-04-24 13:00:00,Bronx,124,2025-04-24 13:00:00
2025-04-24 13:15:00,Bronx,110,2025-04-24 13:00:00
2025-04-24 13:30:00,Bronx,143,2025-04-24 13:00:00
2025-04-24 13:45:00,Bronx,128,2025-04-24 13:00:00
2025-04-24 14:00:00,Bronx,126,2025-04-24 14:00:00
2025-04-24 14:15:00,Bronx,116,2025-04-24 14:00:00
2025-04-24 14:30:00,Bronx,130,2025-04-24 14:00:00
2025-04-24 14:45:00,Bronx,161,2025-04-24 14:00:00
2025-04-24 15:00:00,Bronx,135,2025-04-24 15:00:00
2025-04-24 15:15:00,Bronx,146,2025-04-24 15:00:00
2025-04-24 15:30:00,Bronx,140,2025-04-24 15:00:00
2025-04-24 15:45:00,Bronx,128,2025-04-24 15:00:00
2025-04-24 16:00:00,Bronx,152,2025-04-24 16:00:00
2025-04-24 16:15:00,Bronx,152,2025-04-24 16:00:00
2025-04-24 16:30:00,Bronx,147,2025-04-24 16:00:00
2025-04-24 16:45:00,Bronx,143,2025-04-24 16:00:00
2025-04-24 17:00:00,Bronx,122,2025-04-24 17:00:00
2025-04-24 17:15:00,Bronx,131,2025-04-24 17:00:00
2025-04-24 17:30:00,Bronx,151,2025-04-24 17:00:00
2023-03-29 20:15:00,Bronx,1107,2023-03-29 20:00:00
2023-03-29 20:30:00,Bronx,994,2023-03-29 20:00:00
2023-03-29 20:45:00,Bronx,1059,2023-03-29 20:00:00
2023-03-29 21:00:00,Bronx,1020,2023-03-29 21:00:00
2023-03-29 21:15:00,Bronx,881,2023-03-29 21:00:00
2023-03-29 21:30:00,Bronx,845,2023-03-29 21:00:00
2023-03-29 21:45:00,Bronx,839,2023-03-29 21:00:00
2023-03-29 22:00:00,Bronx,860,2023-03-29 22:00:00
2023-03-29 22:15:00,Bronx,697,2023-03-29 22:00:00
2023-03-29 22:30:00,Bronx,771,2023-03-29 22:00:00
2023-03-29 22:45:00,Bronx,805,2023-03-29 22:00:00
2023-03-29 23:00:00,Bronx,793,2023-03-29 23:00:00
2023-03-29 23:15:00,Bronx,755,2023-03-29 23:00:00
2023-03-29 23:30:00,Bronx,724,2023-03-29 23:00:00
2023-03-29 23:45:00,Bronx,675,2023-03-29 23:00:00
2008-04-25 14:00:00,Bronx,978,2008-04-25 14:00:00
2008-04-25 15:00:00,Bronx,1241,2008-04-25 15:00:00
2008-04-25 16:00:00,Bronx,1290,2008-04-25 16:00:00
2008-04-25 17:00:00,Bronx,1250,2008-04-25 17:00:00
2008-04-25 18:00:00,Bronx,794,2008-04-25 18:00:00
2008-04-25 19:00:00,Bronx,520,2008-04-25 19:00:00
2008-04-25 20:00:00,Bronx,364,2008-04-25 20:00:00
2008-04-25 21:00:00,Bronx,327,2008-04-25 21:00:00
2008-04-25 22:00:00,Bronx,248,2008-04-25 22:00:00
2008-04-25 23:00:00,Bronx,238,2008-04-25 23:00:00
2008-04-26 00:00:00,Bronx,153,2008-04-26 00:00:00
2008-04-26 01:00:00,Bronx,108,2008-04-26 01:00:00
2008-04-26 02:00:00,Bronx,91,2008-04-26 02:00:00
2008-04-26 03:00:00,Bronx,120,2008-04-26 03:00:00
2008-04-26 04:00:00,Bronx,90,2008-04-26 04:00:00
2008-04-26 05:00:00,Bronx,96,2008-04-26 05:00:00
2008-04-26 06:00:00,Bronx,162,2008-04-26 06:00:00
2008-04-26 07:00:00,Bronx,214,2008-04-26 07:00:00
2008-04-26 08:00:00,Bronx,307,2008-04-26 08:00:00
2008-04-26 09:00:00,Bronx,366,2008-04-26 09:00:00
2008-04-26 10:00:00,Bronx,521,2008-04-26 10:00:00
2008-04-26 11:00:00,Bronx,499,2008-04-26 11:00:00
2008-04-26 12:00:00,Bronx,648,2008-04-26 12:00:00
2008-04-26 13:00:00,Bronx,629,2008-04-26 13:00:00
2008-04-26 14:00:00,Bronx,668,2008-04-26 14:00:00
2008-04-26 15:00:00,Bronx,671,2008-04-26 15:00:00
2008-04-26 16:00:00,Bronx,615,2008-04-26 16:00:00
2008-04-26 17:00:00,Bronx,511,2008-04-26 17:00:00
2008-04-26 18:00:00,Bronx,447,2008-04-26 18:00:00
2008-04-26 19:00:00,Bronx,380,2008-04-26 19:00:00
2008-04-26 20:00:00,Bronx,476,2008-04-26 20:00:00
2008-04-26 21:00:00,Bronx,251,2008-04-26 21:00:00
2008-04-26 22:00:00,Bronx,244,2008-04-26 22:00:00
2008-04-26 23:00:00,Bronx,227,2008-04-26 23:00:00
2008-04-27 00:00:00,Bronx,194,2008-04-27 00:00:00
2008-04-27 01:00:00,Bronx,119,2008-04-27 01:00:00
2008-04-27 02:00:00,Bronx,101,2008-04-27 02:00:00
2008-04-27 03:00:00,Bronx,88,2008-04-27 03:00:00
2008-04-27 04:00:00,Bronx,93,2008-04-27 04:00:00
2008-04-27 05:00:00,Bronx,69,2008-04-27 05:00:00
2008-04-27 06:00:00,Bronx,76,2008-04-27 06:00:00
2008-04-27 07:00:00,Bronx,145,2008-04-27 07:00:00
2008-04-27 08:00:00,Bronx,164,2008-04-27 08:00:00
2008-04-27 09:00:00,Bronx,144,2008-04-27 09:00:00
2008-04-27 10:00:00,Bronx,219,2008-04-27 10:00:00
2008-04-27 11:00:00,Bronx,236,2008-04-27 11:00:00
2008-04-27 12:00:00,Bronx,307,2008-04-27 12:00:00
2008-04-27 13:00:00,Bronx,376,2008-04-27 13:00:00
2008-04-27 14:00:00,Bronx,424,2008-04-27 14:00:00
2008-04-27 15:00:00,Bronx,389,2008-04-27 15:00:00
2008-04-27 16:00:00,Bronx,347,2008-04-27 16:00:00
2008-04-27 17:00:00,Bronx,350,2008-04-27 17:00:00
2008-04-27 18:00:00,Bronx,302,2008-04-27 18:00:00
2008-04-27 19:00:00,Bronx,301,2008-04-27 19:00:00
2008-04-27 20:00:00,Bronx,277,2008-04-27 20:00:00
2008-04-27 21:00:00,Bronx,222,2008-04-27 21:00:00
2008-04-27 22:00:00,Bronx,179,2008-04-27 22:00:00
2008-04-27 23:00:00,Bronx,146,2008-04-27 23:00:00
2008-04-28 00:00:00,Bronx,117,2008-04-28 00:00:00
2008-04-28 01:00:00,Bronx,77,2008-04-28 01:00:00
2008-04-28 02:00:00,Bronx,73,2008-04-28 02:00:00
2008-04-28 03:00:00,Bronx,99,2008-04-28 03:00:00
2008-04-28 04:00:00,Bronx,126,2008-04-28 04:00:00
2008-04-28 05:00:00,Bronx,227,2008-04-28 05:00:00
2008-04-28 06:00:00,Bronx,467,2008-04-28 06:00:00
2008-04-28 07:00:00,Bronx,487,2008-04-28 07:00:00
2008-04-28 08:00:00,Bronx,568,2008-04-28 08:00:00
2008-04-28 09:00:00,Bronx,520,2008-04-28 09:00:00
2008-04-28 10:00:00,Bronx,575,2008-04-28 10:00:00
2008-04-28 11:00:00,Bronx,622,2008-04-28 11:00:00
2008-04-28 12:00:00,Bronx,698,2008-04-28 12:00:00
2008-04-28 13:00:00,Bronx,741,2008-04-28 13:00:00
2008-04-28 14:00:00,Bronx,918,2008-04-28 14:00:00
2008-04-28 15:00:00,Bronx,1286,2008-04-28 15:00:00
2008-04-28 16:00:00,Bronx,1350,2008-04-28 16:00:00
2008-04-28 17:00:00,Bronx,1454,2008-04-28 17:00:00
2008-04-28 18:00:00,Bronx,909,2008-04-28 18:00:00
2008-04-28 19:00:00,Bronx,399,2008-04-28 19:00:00
2008-04-28 20:00:00,Bronx,241,2008-04-28 20:00:00
2008-04-28 21:00:00,Bronx,187,2008-04-28 21:00:00
2008-04-28 22:00:00,Bronx,163,2008-04-28 22:00:00
2008-04-28 23:00:00,Bronx,150,2008-04-28 23:00:00
2008-04-29 00:00:00,Bronx,83,2008-04-29 00:00:00
2008-04-29 01:00:00,Bronx,71,2008-04-29 01:00:00
2008-04-29 02:00:00,Bronx,75,2008-04-29 02:00:00
2008-04-29 03:00:00,Bronx,79,2008-04-29 03:00:00
2008-04-29 04:00:00,Bronx,151,2008-04-29 04:00:00
2008-04-29 05:00:00,Bronx,246,2008-04-29 05:00:00
2008-04-29 06:00:00,Bronx,476,2008-04-29 06:00:00
2008-04-29 07:00:00,Bronx,549,2008-04-29 07:00:00
2015-05-10 00:00:00,Queens,86,2015-05-10 00:00:00
2015-05-10 00:15:00,Queens,80,2015-05-10 00:00:00
2015-05-10 00:30:00,Queens,95,2015-05-10 00:00:00
2015-05-10 00:45:00,Queens,60,2015-05-10 00:00:00
2015-05-10 01:00:00,Queens,49,2015-05-10 01:00:00
2015-05-10 01:15:00,Queens,32,2015-05-10 01:00:00
2015-05-10 01:30:00,Queens,38,2015-05-10 01:00:00
2015-05-10 01:45:00,Queens,24,2015-05-10 01:00:00
2015-05-10 02:00:00,Queens,25,2015-05-10 02:00:00
2015-05-10 02:15:00,Queens,21,2015-05-10 02:00:00
2015-05-10 02:30:00,Queens,22,2015-05-10 02:00:00
2015-05-10 02:45:00,Queens,12,2015-05-10 02:00:00
2015-05-10 03:00:00,Queens,17,2015-05-10 03:00:00
2015-05-10 03:15:00,Queens,20,2015-05-10 03:00:00
2015-05-10 03:30:00,Queens,9,2015-05-10 03:00:00
2015-05-10 03:45:00,Queens,12,2015-05-10 03:00:00
2015-05-10 04:00:00,Queens,11,2015-05-10 04:00:00
2015-05-10 04:15:00,Queens,16,2015-05-10 04:00:00
2015-05-10 04:30:00,Queens,10,2015-05-10 04:00:00
2015-05-10 04:45:00,Queens,10,2015-05-10 04:00:00
2015-05-10 05:00:00,Queens,4,2015-05-10 05:00:00
2015-05-10 05:15:00,Queens,8,2015-05-10 05:00:00
2015-05-10 05:30:00,Queens,12,2015-05-10 05:00:00
2015-05-10 05:45:00,Queens,26,2015-05-10 05:00:00
2015-05-10 06:00:00,Queens,31,2015-05-10 06:00:00
2015-05-10 06:15:00,Queens,40,2015-05-10 06:00:00
2015-05-10 06:30:00,Queens,34,2015-05-10 06:00:00
2015-05-10 06:45:00,Queens,53,2015-05-10 06:00:00
