requestid,boro,yr,m,d,hh,mm,vol,segmentid,wktgeom,street,fromst,tost,direction
30153,Queens,2019,3,26,0,0,24,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,0,15,10,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,0,30,14,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,0,45,6,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,1,0,6,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,1,15,8,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,1,30,5,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,1,45,6,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,2,0,1,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,2,15,0,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,2,30,5,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,2,45,5,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,3,0,1,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,3,15,2,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,3,30,4,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,3,45,3,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,4,0,4,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,4,15,7,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,4,30,12,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,4,45,9,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,5,0,10,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,5,15,16,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,5,30,24,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,5,45,25,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,6,0,24,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,6,15,38,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,6,30,60,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,6,45,54,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,7,0,76,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,7,15,109,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,7,30,152,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,7,45,194,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,8,0,177,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,8,15,239,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,8,30,232,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,8,45,280,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,9,0,174,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,9,15,184,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,9,30,122,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,9,45,124,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,10,0,104,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,10,15,116,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,10,30,94,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,10,45,138,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,11,0,94,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,11,15,124,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,11,30,132,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,11,45,138,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,12,0,119,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,12,15,130,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,12,30,116,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,12,45,143,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
30153,Queens,2019,3,26,13,0,134,146375,POINT (1066863.5604375903 213507.78845794866),UNION TURNPIKE,Langdale Street,Hewlett Street,EB
35851,Bronx,2023,3,15,11,30,27,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,11,45,28,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,12,0,25,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,12,15,25,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,12,30,32,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,12,45,47,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,13,0,45,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,13,15,35,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,13,30,31,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,13,45,41,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,14,0,40,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,14,15,48,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,14,30,58,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,14,45,55,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,15,0,50,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,15,15,40,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,15,30,49,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,15,45,39,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,16,0,39,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,16,15,42,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,16,30,49,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,16,45,50,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,17,0,56,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,17,15,40,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,17,30,38,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,17,45,35,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,18,0,34,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,18,15,32,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,18,30,23,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,18,45,18,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,19,0,23,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,19,15,10,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,19,30,17,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,19,45,13,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,20,0,17,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,20,15,12,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,20,30,19,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,20,45,14,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,21,0,23,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,21,15,16,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,21,30,11,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,21,45,13,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,22,0,9,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,22,15,10,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,22,30,12,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,22,45,9,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,23,0,7,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,23,15,3,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,23,30,4,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
35851,Bronx,2023,3,15,23,45,2,140727,POINT (1013114.8107623756 246788.5998495417),EAST 175 STREET,Cross Bronx Expwy Et 3 Wb,Arthur Avenue,WB
14224,Bronx,2013,1,31,12,0,20,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,12,15,12,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,12,30,18,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,12,45,19,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,13,0,25,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,13,15,24,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,13,30,19,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,13,45,22,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,14,0,16,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,14,15,20,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,14,30,28,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,14,45,21,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,15,0,38,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,15,15,35,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,15,30,37,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,15,45,29,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,16,0,27,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,16,15,37,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,16,30,34,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,16,45,33,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,17,0,29,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,17,15,26,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,17,30,22,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,17,45,22,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,18,0,30,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,18,15,18,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,18,30,14,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,18,45,27,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,19,0,12,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,19,15,15,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,19,30,9,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,19,45,17,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,20,0,20,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,20,15,12,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,20,30,8,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,20,45,10,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,21,0,8,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,21,15,12,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,21,30,13,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,21,45,10,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,22,0,4,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,22,15,7,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,22,30,7,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,22,45,11,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,23,0,4,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,23,15,3,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,23,30,11,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,1,31,23,45,15,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,2,1,0,0,7,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,2,1,0,15,5,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,2,1,0,30,5,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,2,1,0,45,5,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,2,1,1,0,4,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,2,1,1,15,1,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
14224,Bronx,2013,2,1,1,30,0,140783,POINT (1014881.6 246165.7),CROSS BRONX EXWY,PROSPECT AV,MARMION AV,EB
36190,Brooklyn,2023,5,3,19,45,66,9003591,POINT (999725.6730184525 192836.2813155484),MYRTLE AVENUE,Throop Avenue,Tompkins Houses Pedestrian Path,EB
36190,Brooklyn,2023,5,3,20,0,56,9003591,POINT (999725.6730184525 192836.2813155484),MYRTLE AVENUE,Throop Avenue,Tompkins Houses Pedestrian Path,EB
36190,Brooklyn,2023,5,3,20,15,52,9003591,POINT (999725.6730184525 192836.2813155484),MYRTLE AVENUE,Throop Avenue,Tompkins Houses Pedestrian Path,EB
36190,Brooklyn,2023,5,3,20,30,58,9003591,POINT (999725.6730184525 192836.2813155484),MYRTLE AVENUE,Throop Avenue,Tompkins Houses Pedestrian Path,EB
36190,Brooklyn,2023,5,3,20,45,46,9003591,POINT (999725.6730184525 192836.2813155484),MYRTLE AVENUE,Throop Avenue,Tompkins Houses Pedestrian Path,EB
36190,Brooklyn,2023,5,3,21,0,55,9003591,POINT (999725.6730184525 192836.2813155484),MYRTLE AVENUE,Throop Avenue,Tompkins Houses Pedestrian Path,EB
36190,Brooklyn,2023,5,3,21,15,45,9003591,POINT (999725.6730184525 192836.2813155484),MYRTLE AVENUE,Throop Avenue,Tompkins Houses Pedestrian Path,EB
36190,Brooklyn,2023,5,3,21,30,35,9003591,POINT (999725.6730184525 192836.2813155484),MYRTLE AVENUE,Throop Avenue,Tompkins Houses Pedestrian Path,EB
36190,Brooklyn,2023,5,3,21,45,52,9003591,POINT (999725.6730184525 192836.2813155484),MYRTLE AVENUE,Throop Avenue,Tompkins Houses Pedestrian Path,EB
36190,Brooklyn,2023,5,3,22,0,37,9003591,POINT (999725.6730184525 192836.2813155484),MYRTLE AVENUE,Throop Avenue,Tompkins Houses Pedestrian Path,EB
36190,Brooklyn,2023,5,3,22,15,29,9003591,POINT (999725.6730184525 192836.2813155484),MYRTLE AVENUE,Throop Avenue,Tompkins Houses Pedestrian Path,EB
36190,Brooklyn,2023,5,3,22,30,33,9003591,POINT (999725.6730184525 192836.2813155484),MYRTLE AVENUE,Throop Avenue,Tompkins Houses Pedestrian Path,EB
36190,Brooklyn,2023,5,3,22,45,38,9003591,POINT (999725.6730184525 192836.2813155484),MYRTLE AVENUE,Throop Avenue,Tompkins Houses Pedestrian Path,EB
36190,Brooklyn,2023,5,3,23,0,31,9003591,POINT (999725.6730184525 192836.2813155484),MYRTLE AVENUE,Throop Avenue,Tompkins Houses Pedestrian Path,EB
36190,Brooklyn,2023,5,3,23,15,32,9003591,POINT (999725.6730184525 192836.2813155484),MYRTLE AVENUE,Throop Avenue,Tompkins Houses Pedestrian Path,EB
36190,Brooklyn,2023,5,3,23,30,34,9003591,POINT (999725.6730184525 192836.2813155484),MYRTLE AVENUE,Throop Avenue,Tompkins Houses Pedestrian Path,EB
36190,Brooklyn,2023,5,3,23,45,41,9003591,POINT (999725.6730184525 192836.2813155484),MYRTLE AVENUE,Throop Avenue,Tompkins Houses Pedestrian Path,EB
36190,Brooklyn,2023,5,4,0,0,32,9003591,POINT (999725.6730184525 192836.2813155484),MYRTLE AVENUE,Throop Avenue,Tompkins Houses Pedestrian Path,EB
36190,Brooklyn,2023,5,4,0,15,30,9003591,POINT (999725.6730184525 192836.2813155484),MYRTLE AVENUE,Throop Avenue,Tompkins Houses Pedestrian Path,EB
36190,Brooklyn,2023,5,4,0,30,32,9003591,POINT (999725.6730184525 192836.2813155484),MYRTLE AVENUE,Throop Avenue,Tompkins Houses Pedestrian Path,EB
36190,Brooklyn,2023,5,4,0,45,14,9003591,POINT (999725.6730184525 192836.2813155484),MYRTLE AVENUE,Throop Avenue,Tompkins Houses Pedestrian Path,EB
